f_id,f_ori_name,sci_name,edible_portion,alcohol (etanol),"energía, total","grasa, total (lipidos totales)","proteina, total",agua (humedad),carbohidratos,"fibra, dietetica total",ácido graso 22:6 n-3 (ácido docosahexaenóico),ácido graso 20:5 (ácido eicosapentaenóico),ácido graso 12:0 (láurico),ácido graso 14:0 (ácido mirístico),ácido graso 16:0 (ácido palmítico),ácido graso 18:0 (ácido esteárico),ácido graso 18:1 n-9 cis (ácido oléico),ácido graso 18:2,ácido graso 18:3,ácido graso 20:4 n-6  (ácido araquidónico),"ácidos grasos, monoinsaturados totales","ácidos grasos, poliinsaturados totales",ácidos grasos saturados totales,"ácidos grasos, trans totales",colesterol,Vitamina A equivalentes de retinol de actividades de retinos y carotenoides,Vitamina D,Viamina E equivalentes de alfa tocoferol de actividades de vitámeros E,"folato, total","equivalentes de niacina, totales",riboflavina,tiamina,Vitamina B-12,"Vitamina B-6, Total",Vitamina C (ácido ascórbico),calcio,"hierro, total",potasio,magnesio,sodio,fósforo,ioduro,"selenio, total",zinc (cinc)
2449,Limonada,,1.000000,0,48.2,0.2,0.5,94.6,1.9,2.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.019,0.055,0.022,NA,0,1.67,0,0.8,10,0.25,0.02,0.021,0,0.04,44,13,0.2,82,8,2,11,1.5,0.4,0.11
2450,"Refresco ""tipo gaseosa""",,1.000000,0,0,0,TR,99.5,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,TR,TR,0,0,0,3,TR,3,1,25,TR,TR,0,TR
2451,"Refresco con gas, sabor cola, sin cafeina",,1.000000,0,182.75,0,0,89.3,10.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,3,0.03,1,1,4,12,TR,0.1,0.01
2452,"Refresco con gas, sabor cola, sin cafeina, bajo en calorías",,1.000000,0,0.8,0,0.1,99.8,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0.023,0.005,0,0,0,4,0.03,0,1,6,9,TR,0.1,0.08
2453,Refresco de té,,1.000000,0,156.23,TR,0.1,91.18,9.09,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,TR,0,TR,TR,0.1,0.01,TR,0,TR,0,3,TR,19,1,21,36,TR,TR,0.06
2454,"Refresco de té, bajo en calorías",,1.000000,0,1.7,TR,0.1,91.18,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,TR,0,TR,TR,0.1,0.01,TR,0,TR,0,3,TR,19,1,21,36,TR,TR,0.06
2455,"Refresco tipo ""tónica""",,1.000000,0,156.4,0,0,90.5,9.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,TR,0,0.01,0,0.01,0.02,0.01,0,0,TR,2,TR,0,0,2,0,TR,0,TR
2456,"Refresco, con gas, sabor naranja",,1.000000,0,183.6,TR,TR,89.2,10.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,16,0,TR,1,TR,TR,TR,0,TR,1,4,TR,18,4,6,1,1,TR,TR
2457,"Refresco, sabor cola",,1.000000,0,184.45,0,0,89.2,10.85,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,0.03,1,1,8,15,0,0.1,0.01
2458,"Refresco, sabor cola, bajo en calorías",,1.000000,0,1.7,0,0,99.9,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,4,0.03,4,1,7,12,0,0.1,0.03
2459,Sangría,,1.000000,7.9,297.1,TR,0.2,87.6,3.8,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,1,TR,0.01,0,0.07,0.01,0.01,TR,TR,4,7,0.5,78,10,3,9,0,0,0.3
2460,Sidra,,1.000000,3.7,209.3,0,TR,90.3,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,TR,0,TR,0.1,0.01,0.01,0.01,0,0.01,0,8,0.49,72,3,7,3,0,TR,TR
2461,Tequila,,1.000000,38,1102,0,0,62,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,2,10,0,0,0
2462,Vino blanco,,1.000000,8.58,252.22,0,0.1,91.2,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,TR,0,0,TR,0.08,0.05,0.01,0,0.02,0,9,0.6,82,10,2,15,0,0.3,0.07
2463,"Vino dulce, tipo oporto",,1.000000,10.2,550,0.3,0.3,69,14,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0.1,0.08,0.01,0,TR,0.01,TR,4,0.4,97,11,4,10,0,TR,0.07
2464,Vino rosado,,1.000000,8.7,277.8,0,0.1,89.8,1.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,TR,0,0,TR,0.07,0.01,0.004,0.01,0.02,0,12,0.95,75,7,4,6,0,0.2,0.04
2465,Vino tinto,,1.000000,9.82,293.79,0,0.23,89.7,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,TR,0,0,1,0.09,0.02,0.005,0.01,0.02,0,7.6,0.9,93,11,4,14,0,0.2,0.05
2466,Whisky,,1.000000,35.2,1022.67,0,0,64.7,0.11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,0,0,0,0,0.05,TR,0.01,0,0,0,TR,0.02,2.8,TR,TR,5,0.1,0,0.1
2467,Zumo de manzana,,1.000000,0,188.7,TR,0.1,87.4,11,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,NA,0,TR,0,TR,1,0.15,0.02,0.02,0,0.1,TR,6,0.3,120,5,2,7,1,0.1,TR
2468,Zumo de naranja,,1.000000,0,172.3,0.2,0.7,88.8,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,73,0,0.17,20,0.24,0.02,0.07,0,0.04,39,7,0.1,105,8,20,8,2,1,TR
2469,Zumo de piña,,1.000000,0,192.4,0.1,0.4,86.2,10.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,0,2,0,0.03,10,0.25,0.02,0.05,0,0.1,9,13,0.2,112,12,2,6,TR,0.1,0.1
2470,"Raya, cruda",Raja clavatta,0.550000,0,409.74,1.26,20.56,77.4,0.8,0,0.22,0.031,NA,NA,NA,NA,NA,0.003,0.001,0.133,0.286,0.532,0.286,NA,65,3,TR,0,3,5.85,0.01,0.02,6,0.37,0,38,0.75,250,30,90,155,3,36.5,0.98
2471,Pulpo,Octopus vulgaris,0.790000,0,379.9,1.4,17.9,79.3,1.4,0,0.14,0.09,NA,0.01,0.11,0.05,0.02,0,0.01,0.05,0.2,0.5,0.3,NA,48,70,TR,2.1,13,6.8,0.04,0.07,3,0.36,0,144,1.2,230,28,363,170,64,44.8,1.7
2473,Albahaca,Ocimum basilicum l,1.000000,0,740.56,3.98,14.4,6.4,20.5,40.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.45,2.17,0.24,NA,0,264,0,7.48,247,6.95,0.32,0.15,0,2.32,61.2,154,42,3433,422,34,490,BL,2.8,5.82
2474,Albondigas en conserva,,1.000000,0,590.84,9.72,6.8,71.6,6.8,5.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.91,2.73,2.828,NA,90,9.55,0.23,1.43,34.08,5,0.13,0.06,24.84,0.12,0,124,6.3,614.3,89.4,929.3,243.2,6.7,8.2,0.43
2475,Azafrán,Crocus sativus.,1.000000,0,1457.6,5.9,11.4,11.9,61.5,3.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.429,2.067,1.586,NA,0,27,0,NA,0,1.46,0.267,0.115,0,1.01,0,110,11.1,1720,264,150,250,NA,5.6,1.09
2476,Bocadillo,,1.000000,0,938.74,4.08,11.06,47.21,35.28,2.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,0.64,1.34,NA,BL,9.72,8,0,0.9,2.09,0.08,0.13,0.14,0.09,0,57.8,1.46,116.48,20.89,536.79,83.03,4.79,0,0.95
2477,"Canela, en polvo",cinnamomum verum,1.000000,0,1554.73,3.2,3.9,10.58,80.59,54.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,0.53,0.65,NA,0,25.8,0,0.01,29,1.3,0.14,0.08,0,0.25,28.5,1228,38.1,500,55.6,26.3,61.4,NA,15,1.97
2478,Canelones,,1.000000,0,799.3,12,11.2,65,9.7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.1,2.4,4,NA,40,37,0.2,2.6,10,1.9,0.08,0.15,0.3,0.2,2,47,1.5,210,19,272,84,28.5,7.5,0.5
2479,Arroz con leche,,1.000000,0,383,1.3,3.3,78.9,16.4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.31,0.08,0.77,NA,9,18,0.1,0.15,5,0.81,0.13,0.04,0.24,0.09,0,109,0.2,138,14,38,96,6.3,1.9,0.3
2480,Batido de chocolate,,1.000000,0,345.7,3.6,2.7,83.1,9.8,0.8,NA,NA,0.025,0.088,0.302,0.146,0.202,0.022,0.003,0.001,1,0.1,2.3,0.0318,13,36.17,0,0.09,5,0.75,0.09,0.04,0.36,0.04,1,111,0.3,192,22,49,95,7.2,1.9,0.4
2481,Batido de fresa,,1.000000,0,275,1,2.8,84.2,11.2,0.8,NA,NA,0.025,0.088,0.302,0.146,0.202,0.022,0.003,0.001,2.9,0.7,0.62,0.0318,12,22.8,0.01,0.04,1.72,0.74,0.19,0.04,0.2,0.04,0.09,110,0.09,183,11.31,95,90,7.2,2.3,0.39
2482,Batido de soja,,1.000000,0,343.7,5.2,5,85.9,3.9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2.6,0.6,NA,0,0,0,0.74,19,0.1,0.03,0.07,0,0.07,0.47,100,0.4,120,15,32,47,0,1.3,0.2
2483,Crema catalana,,1.000000,0,433.36,2.9,3.7,77.9,15.48,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,0.06,1.89,NA,10,63,0.83,0.1,5,1,0.18,0.04,0.5,0.06,1,130,0.1,160,13,81,110,8.3,2.7,0.4
2484,Cremoso san millan,,1.000000,0,1089.9,25,6.7,63,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.6,0.7,14.3,NA,65,203.8,0.65,0.24,3.5,0.12,TR,0.05,0.22,0.08,TR,95,0.2,98,25,457,67,29,6,2.1
2485,Cuajada,,1.000000,0,362.6,4.7,4.5,84.2,6.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3,0.2,2.9,NA,6.6,42,0.21,0.23,5,1,0.22,0.05,0.3,0.12,0,178,0.1,218,16,64,129,9,9,0.5
2486,Flan de huevo,,1.000000,0,554.2,3.4,4.8,70,20.4,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.82,0.53,2.03,NA,147,95,0.58,0.23,9,0.43,0.17,0.05,0.6,0.1,0,91,0.7,122,13,63,107,33,4.6,0.6
2487,Helado de chocolate,,1.000000,0,951,11,3.8,55.7,28.2,1.2,NA,NA,3.191,1.235,0.84,0.9,0.4,0.172,0.003,NA,3.21,0.41,6.8,0.05,34,10.4,0.2,0.3,16,0.226,0.194,0.042,0.29,0.055,0.7,109,0.93,249,29,76,107,TR,2.5,0.58
2488,Helado de fresa,,1.000000,0,834.4,8.4,3.2,60,27.6,0.9,NA,NA,3.191,1.235,0.84,0.9,0.4,0.172,0.003,NA,TR,TR,5.19,0.05,29,96,TR,TR,12,0.17,0.255,0.045,0.3,0.05,7.7,120,0.21,188,14,60,100,TR,1.9,0.34
2489,Helado de nata,,1.000000,0,880.7,10.8,3.9,60,24.4,0,NA,NA,3.191,1.235,0.84,0.9,0.4,0.172,0.003,NA,2.8,0.3,7.3,0.05,30,112.3,0.1,0.5,2,1,0.23,0.04,0.5,0.02,1.3,146,0.1,190,14,44,120,15,3.5,0.5
2490,Leche de almendra,,1.000000,0,1470,5.5,14.5,97.05,60,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,1.02,0.43,NA,0,120,5,0.09,BL,0.075,0.15,6,BL,BL,BL,200,2,420,60,18,280,BL,BL,BL
2491,Bebida de soja,,1.000000,0,220.4,1.84,3.2,87.9,5.76,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.314,0.802,0.206,NA,0,2,0,0.74,1,0.883,0.42,0.12,0,0.062,0,100,0.8,191,28,3,47,0,1.3,0.39
2492,"Leche de vaca, desnatada, condensada, con azúcar",Gorditus apetitositus,1.000000,0,1197.44,0.201,10,29.8,60,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,TR,0.1,NA,1,31.33,0.85,0.04,16,2.6,0.51,0.11,0.9,0.09,5,330,0.33,450,33,150,270,89,3,1.2
2493,"Leche de vaca, entera",,1.000000,0,272.52,3.8,3.06,88.4,4.7,0,NA,0.0016,0.118,0.371,1.07,0.35,0.73,0.078,0.009,0.006,1.1,0.13,2.3,0.179,14,46,0.03,0.1,5.5,0.73,0.19,0.04,0.3,0.04,1.4,124,0.09,157,11.6,48,92,9,1.4,0.38
2494,Leche materna,,1.000000,0,287.66,4.03,1.15,87.8,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.523,0.435,2.031,NA,16,69.5,0.07,0.278,8,0.517,0.038,0.015,0.05,0.014,6.5,29,0.058,47,3.2,13,15,5.1,3.3,0.134
2495,Preparado lácteo con omega 3,,1.000000,0,220.05,1.95,3.5,88,5.2,BL,0.026,0.019,NA,0.018,0.186,0.157,1.471,0.203,NA,NA,1.4,0.27,0.23,NA,BL,120,0.75,1.5,30,BL,BL,BL,0.4,0.3,BL,132,BL,BL,BL,BL,BL,BL,BL,BL
2496,Mousse de chocolate,,1.000000,0,1029,8.1,5.1,41.9,37.8,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,0.25,4.79,NA,35,57,0.15,0.19,4,0.24,0.16,0.03,0.2,0.1,0,132,0.5,201,19,63,101,0.45,6.1,0.3
2497,Natillas sabor vainilla,,1.000000,0,433.36,2.9,3.7,77.9,15.48,TR,TR,TR,0.1532,0.466,1.392,0.3144,0.9788,0.1184,0.0124,TR,0.76,0.06,1.89,0.02,10,63,0.03,0.1,5,1,0.18,0.04,0.5,0.06,1,130,0.1,160,13,81,110,8.3,2.7,0.4
2498,Queso azul,,0.950000,0,1461.81,29.8,21.13,43.65,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.24,0.768,17.55,NA,88,290,0.23,0.77,40,3.517,0.5,0.043,0.59,0.18,TR,526,0.18,128,39,787,362,9,2,4.1
2499,Queso brie,,1.000000,0,1428.3,30.7,17.2,50.5,TR,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.59,0.89,19.35,NA,80,320,0.2,0.5,NA,5.8,0.5,0.06,1.7,0.2,0,256,0.6,119,27,593,303,4,14.5,2
2500,"Queso cabra, curado",,1.000000,0,1934.4,39.6,27.6,29.08,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.602,2.4,25.4,NA,100,437,0.2,0.9,53,7.233,1.2,0.14,1.5,0.1,0,190,1.1,114,26,790,796,2,5.5,2.9
2501,Queso cabrales,,0.950000,0,1571.7,32.6,21.5,41.8,TR,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1,1.2,19.38,NA,90,388,0.25,0.6,20,6.3,0.3,0.03,1.5,0.1,0,358,0.5,95,16,1067,379,2,14.5,2.3
2502,"Queso curado, genérico",,1.000000,0,1874.76,34,35.77,27,0.51,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,1,21.3,NA,74.4,234,0.9,0.61,21.8,8.2,0.33,0.04,1.5,0.2,0,848,0.75,82,33.5,620,470,4.1,12,3.2
2503,Queso de bola,,1.000000,TR,1399,28.3,20.7,42.3,TR,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92,0.91,17.3,NA,80,238,0.18,0.8,20,6.3,0.4,0.04,1.5,0.1,0,746,0.6,64,73,778,462,1.7,14.5,2.6
2504,Queso edam,,0.950000,0,1399,28.3,20.7,42.3,TR,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.92,0.91,17.3,NA,80,238,0.18,0.8,20,6.1,0.4,0.04,1.5,0.1,0,746,0.6,746,30,440,462,45,20.5,2.6
2505,Queso emmental,,0.940000,0,1529.7,28.8,27.3,36.7,TR,TR,NA,NA,0.989,3.577,9.288,3.426,7.908,0.489,0.276,NA,8.9,1,17.3,NA,110,231,0.3,0.35,9,7.1,0.34,0.05,2.2,0.1,0,1029,0.8,98,45,275,746,2,11,2.3
2506,Queso en porciones,,1.000000,0,1292,25.5,18,54,2.5,0,NA,0.005,0.778,2.537,7.415,3.256,4.95,0.589,0.102,0.033,10.1,1.05,14.24,1.448,94,299,0.28,1,5,4.2,0.3,0.03,0.3,0.01,0,276,0.1,150,30,935,535,38.5,14.5,0.5
2507,Queso fresco de burgos,,1.000000,0,823.1,15.4,12.4,68.4,2.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28,0.74,9.46,NA,14.5,194,0,0.56,14,4.1,0.17,0.02,0.66,0.08,0,338,0.5,121,16,272,170,4.8,14.5,1.3
2508,Queso manchego,,0.950000,0,1622.39,30.4,28.77,40.3,0.5,0,NA,NA,0.034,0.061,0.1925,0.051,0.1384,0.0136,0.155,0.055,9,0.763,18.9,1.47,87.8,360,0.28,0.62,21.3,4.6,0.3,0.04,1.5,0.2,0,765,0.64,100,36,670,520,34,1.6,4
2510,Queso mozzarella,,1.000000,0,927.2,16.1,19.5,64.4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01,0.4,8.67,NA,78,BL,BL,BL,10,0.14,0.27,0.03,BL,0.6,0,632,0.2,67,24,373,428,BL,14.5,BL
2511,Queso para untar,,1.000000,0,1503.61,32.4,15.63,47.7,2.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.9,1,19.6,NA,94.1,299,0.28,1,15.1,4.167,0.34,0.03,0.28,0.08,0,420,0.1,149,32.3,925,754,38.5,2.7,0.54
2512,Queso parmesano,,1.000000,TR,1529.6,26.5,32.3,30.5,TR,TR,NA,NA,1.001,3.215,8.448,2.655,6.696,0.6364,0.1454,NA,7.7,0.58,16.7,NA,80,368,0.46,0.9,20,7.7,0.33,0.02,1.5,0.1,0,1275,0.7,113,46,839,782,2,23.9,5.3
2513,"Queso rallado, genérico",,1.000000,0,1645.34,32.1,26.92,36.7,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.3,1.73,17.12,NA,120,240.17,0.26,0.8,10,6.4,0.319,0.018,2,0.128,0,881,0.349,86,33,588,581,2,1.6,4.1
2514,Queso roquefort,,1.000000,TR,1475.4,32.8,15.4,41.6,TR,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.1,1.4,20.6,NA,100,309,0.2,0.77,49,5.6,0.7,0.2,0.6,0.1,0,600,0.5,600,25,1522,445,2,14.5,2
2515,"Queso semicurado, genérico",,1.000000,0,1626.3,30.4,29,38,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0.72,18.9,NA,87.8,360,0.28,0.62,21.3,6.7,0.3,0.04,1.5,0.8,0,765,0.64,100,36,670,520,34.1,1.6,4
2516,"Queso tierno, genérico",,1.000000,0,1381.8,25.4,26,47,TR,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.28,0.73,13.68,NA,70,218,0.18,0.6,20,5.2,0.3,0.02,1.4,0.2,0,470,0.9,100,28,670,520,34,1.6,3
2517,Requesón,,1.000000,0,424.47,4.3,12.31,80.1,3.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.16,0.14,2.045,NA,13,22.3,0.03,0.07,27,2.917,0.25,0.029,0.78,0.08,0,95,0.3,88,9,230,150,2,4,0.6
2518,"Leche fermentada, bifidobacterium, entera, natural",,1.000000,0,261.8,3.4,3.6,88.6,4.4,0,NA,NA,0.061,0.187,0.489,0.146,0.296,0.009,0.006,NA,0.9,0.1,2.2,NA,3,33.5,0.2,0.3,5,0.42,0.18,0.04,0.3,0.09,1,141,0.1,180,13,51,107,4,1,0.4
2519,Batido fermentado de soja,,1.000000,0,373.63,1.18,2.35,78.18,17.06,0.6,NA,NA,NA,NA,0.4176,0.2088,0.7772,1.264,0.1305,NA,1,2.6,0,NA,0,0,0,0,19,0.1,0.03,0.07,0,BL,17.6,176,0.64,120,15,15,47,0,1.3,0.2
2520,Yogur griego,,1.000000,0,578,10.2,6.4,78,5.4,0,0.015,0.01,0.1228,0.35,0.9062,0.3726,0.5722,0.009,0.03,0.015,2.46,0.28,6.8,NA,11,121,0.05,0.38,6,1.6,0.36,0.03,0.2,0.05,TR,150,0.3,150,12,71,130,4,2,0.5
2521,"Yogur líquido, ""tipo actimel""",,1.000000,0,261.8,3.4,3.6,87.5,4.4,TR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,2.2,NA,3,33,0.2,0.3,5,0.42,0.18,0.04,0.3,0.1,1,146,0.1,183,12,55,103,4,1,0.4
2524,"Yogur, desnatado, con cereales, manzana y ciruela",,1.000000,0,294.7,0.2,3.8,81.8,13.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.1,NA,0.3,10.7,TR,0,16,0.43,0.19,0.03,0.4,0.42,TR,105,0.155,117.1,9.8,35.2,95,14.4,1,0.341
2525,"Yogur, desnatado, con ciruela, albaricoque y fibra",,1.000000,0,241.7,0.1,4.1,85.9,9.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,1.2,160,1,2.4,3.8,0.8,0.16,0.03,0.3,0.05,1.4,111.4,0.221,126.2,11.5,44.6,NA,16.8,2.4,0.34
2526,"Yogur, desnatado, con fresa, grosella y fibra",,1.000000,0,241.7,0.1,4.1,85.9,9.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,1.2,160,1,2.4,3.8,0.8,0.16,0.03,0.3,0.05,1.4,110.6,0.172,129.9,11.8,46,79.1,16.8,2.4,0.354
2527,"Yogur, desnatado, con frutas",,1.000000,0,295.221,0.2003,3.83,81.8,13.1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.1,NA,0.3,10.67,TR,0,16,0.43,0.19,0.03,0.4,0.42,TR,112.13,0.16,210,12.78,64,95,14.35,1,0.33
2528,"Yogur, desnatado, con melocotón, frambuesa y fibra",,1.000000,0,241.7,0.1,4.1,85.9,9.9,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,TR,TR,TR,NA,1.2,160,1,2.4,3.8,0.8,0.16,0.03,0.3,0.05,1.4,110.2,0.144,118.8,10.3,43.4,79.1,16.8,2.4,0.347
2530,"Yogur, desnatado, sabor natural",,1.000000,0,192.04,0.32,4.3,89.1,6.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.15,0,0.11,NA,1,0.8,0,TR,4.7,1.2,0.19,0.04,0.4,0.08,1.6,140,0.09,187,13.7,57,109,5.3,1,0.44
2531,"Yogur, desnatado, sabor natural, azucarado",,1.000000,0,322.2,0.3,4.5,81.4,13.8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,0,0.11,NA,1,0.8,TR,0.03,5,0.86,0.19,0.04,0.3,0.1,4,149,0.1,191,17,66,123,5,1,0.4
2532,"Yogur, desnatado, aromatizado sabor s/e",,1.000000,0,268.3,1.6,5.3,86.1,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,TR,1,NA,6,16,0.01,0.04,11,0.115,0.21,0.04,0.56,0.085,0.8,183,0.08,234,17,70,144,5,3.3,0.89
2533,"Yogur, entero, con cereales y fresas",,1.000000,0,382.2,3.3,3.5,80.7,11.8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,2.1,NA,13,28.1,0.093,0.084,23,0.124,0.163,0.036,0.15,0.042,0.1,98.9,0.361,138.1,13.9,52.8,95,24.3,1.3,0.415
2534,"Yogur, entero, con frutas del bosque",,1.000000,0,376.8,3.2,3.3,80.6,11.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,2.1,NA,13,27.2,0.092,0.082,23,0.124,0.163,0.036,0.15,0.042,0,100.9,0.346,120.9,10.1,35.6,88,24.3,1.3,0.319
2535,"Yogur, líquido, entero, con fresas",,1.000000,0,378.2,3.1,3.3,81.3,12.2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,0.1,2,NA,12,26.4,0.091,0.079,23,0.124,0.163,0.036,0.15,0.042,0,105.5,0.086,91,9,36.2,88,24.3,1.3,0.295
2536,"Yogur, líquido, entero, con frutas",,1.000000,0,376.8,3.2,3.3,80.6,11.9,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9,0.1,2.1,NA,13,27.2,0.092,0.082,23,0.42,0.163,0.036,0.15,0.042,0,118,0.085,152,NA,41,88,24.3,1.3,0.469
2537,"Yogur, líquido, entero, sabor fresa",,1.000000,0,482.8,3.4,5.4,75.6,15.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.08,2.1,NA,11,27.4,0.05,0.08,13.5,0.44,0.17,0.03,0.17,0.05,0.94,92.2,0.046,103.2,8.6,29.7,140,6,1,0.294
2538,"Yogur, líquido, entero, sabor fresa y plátano",,1.000000,0,482.8,3.4,5.4,75.6,15.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.08,2.1,NA,11,27.4,0.05,0.08,13.5,0.44,0.17,0.03,0.17,0.05,0.94,92.8,0.05,99.9,9.1,27.9,140,6,1,0.301
2539,"Yogur, líquido, entero, sabor frutas del bosque",,1.000000,0,482.8,3.4,5.4,75.6,15.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.08,2.1,NA,11,27.4,0.05,0.08,13.5,0.44,0.17,0.03,0.17,0.05,0.94,88.7,0.043,106.7,7.9,31.2,140,6,1,0.287
2540,"Yogur, líquido, entero, sabor piña y coco",,1.000000,0,482.8,3.4,5.4,75.6,15.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,0.08,2.1,NA,11,27.4,0.05,0.08,13.5,0.44,0.17,0.03,0.17,0.05,0.94,88.4,0.05,102.1,9.1,27.9,140,6,1,0.296
2541,Aceite de girasol,,1.000000,0,3696.3,99.9,TR,TR,0,0,NA,0.04,NA,0.09,6.34,3.31,28.06,57.53,1.6,NA,25.38,63.5,10.62,0.27,0,0,TR,56,0,TR,TR,TR,TR,TR,0,0,TR,0,0,0,0,0,0,TR
2542,Aceite de lino,,1.000000,0,3700,100,0,0,0,0,NA,NA,NA,0,5.16,4.08,19.5,15.69,55.47,NA,20.2,66,9.4,NA,0,0,0,17.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
